title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
DevOps инженер (Команда анализа данных),,,"ТОО Small, ТМ (Скиф Трейд, ТОО)",,"5+ лет опыта в роли DevOps / DataOps инженера в направление инфраструктуры данных. Опыт работы с Kubernetes. Опыт развертывания и настройки Airflow, Spark, JupyterHub. Уверенное владение Helm / Kustomize. Уверенное владение CI/CD инструментами GitLab CI, ArgoCD. Практический опыт работы с SQL / NoSQL базами данных. Опыт работы с KeyCloak. Уверенные знания скриптовых языков Python, Bash. Отличные навыки коммуникации и умение работать в команде. Способность принимать технические решения и нести ответственность за их реализацию. Мы предлагаем: Гибкий формат работы: удаленно или в современном офисе в Алматы. Работа с современным стеком и возможность внедрять лучшие практики. Работа с миллионной аудиторией пользователей и большим разнообразием данных. Возможность внедрять лучшие индустриальные практики и видеть реальный результат своей работы.","Развивать инфраструктуру для платформы данных. Автоматизировать развертывание и управление сервисами данных. Внедрять и поддерживать CI/CD пайплайны. Обеспечивать отказоустойчивость, масштабируемость и безопасность систем. Настраивать и развивать мониторинг, алертинг и observability. Участвовать в разработке и автоматизации DataOps-процессов. Сотрудничать с Data-инженерами, аналитиками, разработчиками и DevOps-командой.",,3–6 лет,,https://almaty.hh.kz/vacancy/131563173
DevOps - инженер,от 500 000 до 2 000 000 ₸ за месяц,Алматы,ТОО «Научно-Исследовательская Лаборатория «Гамма Технологии»,,"уверенное понимание и практический опыт построения и сопровождения CI/CD-процессов; коммерческий опыт работы в DevOps / SRE / Platform Engineering от 2 лет; практический опыт работы с Docker/Docker-compose; опыт эксплуатации и поддержки Kubernetes-кластеров (on-prem / VM-based, не только managed); знание платформы GitLab, умение управлять, настраивать, решать непредвиденные ситуации; практический опыт эксплуатации PostgreSQL и MariaDB (backup/restore, доступность, базовая диагностика); опыт написания Dockerfile и сборки контейнерных образов; настройка и сопровождение GitLab Runner; администрирование Linux-серверов (обязательно), базовый опыт с Windows — плюс; написание bash-скриптов и скриптов автоматизации (Linux, CI/CD окружение); понимание сетей, DNS, TLS, Ingress, Load Balancer-ов; Приветствуется: опыт поддержки высоконагруженных сервисов; опыт установки и поддержки ПО у заказчиков (customer-side deployments); опыт работы с monitoring / logging (Prometheus, Alertmanager, Grafana, Loki как минимум на уровне эксплуатации); опыт в написании технической документации владение английским языком на уровне, достаточном для чтения и написания технической документации. знание одного из языков программирования (Python, C++, Java, Go);","разработка, поддержка и развитие процессов CI\CD; развёртывание и поддержка Kubernetes-кластеров на виртуальных машинах; установка и обновление продукта в Kubernetes; эксплуатация PostgreSQL и MariaDB; адаптация deployment-ов под инфраструктуру заказчика; помощь разработчикам в создании CI/CD Pipelines; разработка скриптов автоматизации; разработка YAML-конфигураций для GitLab Pipelines и Kubernetes;",,3–6 лет,,https://almaty.hh.kz/vacancy/131556593
Senior Technology Operations Engineer,,,Deloitte DKU,,"Role Summary The IT Operations Engineer runs day-to-day IT operations and escalations, ensuring reliable service delivery across end-user, server, cloud, and network environments. This role coordinates Tech-Ops activities (Level 2/3), drives incident/problem management, and partners with cross-functional teams to improve stability, security, and user experience. Key Responsibilities Level 2/3 service delivery Organize and deliver the work as a member of the Tech-Ops team providing Level 2 and/or Level 3 support. Complete assigned tasks and monitor SLA compliance and incident priorities. Support escalation and resolution of critical incidents; escalate to appropriate support levels as required. Ensure high-quality service delivery and monitor user satisfaction. Provide mentorship, coaching, and training; support professional development. Incident, problem & operational excellence Monitor ticket resolution, analyze recurring issues, and propose improvements. Perform incident analysis and root cause investigations to ensure long-term stability. Deliver proactive monitoring and alerting for systems and services. Prepare regular KPI and SLA reports; analyze incident trends and recommend proactive measures. Technical operations & troubleshooting Provide advanced technical support for hardware, software, and network issues (Windows, mobile devices, etc.). Monitor, maintain, and optimize on-premises and cloud-based servers (Windows/Linux) and virtualization platforms (VMware, Hyper-V). Support cloud environments (Azure, Google Cloud). Develop and maintain automation scripts (PowerShell; Bash as applicable). Configure and manage access policies and user accounts (Active Directory, Microsoft 365, IAM tools); support provisioning/deprovisioning. Administer backup solutions and support disaster recovery planning (e.g., Veeam). Manage and troubleshoot networking hardware (e.g., Cisco) and core networking services (DNS, DHCP, VPN, firewalls). Process, documentation & stakeholder collaboration Work with ticketing and ITSM tools (ServiceNow); maintain accurate incident/problem/change records. Maintain and update technical documentation, knowledge base articles, and user guides to a high standard. Coordinate with system administrators, developers, security teams, and other departments. Participate in IT service implementation projects, audits, and compliance activities. Security & compliance Ensure adherence to Deloitte security policies and procedures, including relevant standards (e.g., ISO 27001, ISO 27701). Qualifications Education: Higher education in a technical field (e.g., IT, computer science, engineering). Experience: 3+ years in IT Operations / IT Ops Lead or similar role; experience in distributed infrastructures and/or large enterprise environments; demonstrable experience managing or leading a technical support team. ITSM / Process: Strong understanding of ITIL (or similar) including incident, problem, and change management; experience with ticketing/ITSM tools (ServiceNow; Jira is a plus). Systems: Strong knowledge of Windows Server and Linux (e.g., Ubuntu, RHEL); Microsoft 365 administration; Active Directory. Cloud & virtualization: Hands-on experience with VMware/Hyper-V; cloud services exposure (Azure and/or Google Cloud preferred). Networking: Solid understanding of TCP/IP, DNS, DHCP, VPN, firewall, NAT, VLAN; experience with networking hardware (e.g., Cisco). Automation: Scripting for task automation (PowerShell; Bash as applicable). Operations tooling: Experience with monitoring systems; backup/DR tooling (e.g., Veeam); patch management and endpoint protection practices. Certifications (preferred): ITIL; Microsoft; Cisco; CompTIA; VMware; or other relevant certifications. Languages: English, Russian. Core Competencies Professional, calm mindset with the ability to inspire, organize, and develop team members. Strong prioritization, delegation, and time management in a fast-paced environment. Clear, professional communication with users, technical teams, and management. Analytical, structured troubleshooting and root-cause approach. Composure under pressure and ability to make decisions during critical incidents.",,,не требуется,,https://almaty.hh.kz/vacancy/132370306
Middle Data Engineer,от 400 000 ₸ за месяц,Астана,ТОО Центр стратегических инициатив,,"Высшее (желательно техническое: IT, мат. моделирование). Опыт работы Data Engineer или Python Backend Developer от 2-х лет. Опыт работы с Airflow и реляционными базами данных. Требования к профессиональным знаниям (программы, языки): Python (Middle), SQL (Advanced), Docker, Git. Английский на уровне чтения технической документации. Какие компетенции являются критичными?: Уверенное владение Python (pandas, requests, asyncio). Опыт работы с Apache Airflow (написание DAGs). Глубокое понимание SQL и работы PostgreSQL. Умение работать с API (понимание JSON, методов HTTP, авторизации).Какие компетенции будут преимуществом: Опыт работы с FastAPI. Знание DevOps практик (CI/CD). Понимание принципов работы векторных баз данных и LLM.","Какие обязанности будет выполнять сотрудник: Разработка и поддержка DAG-ов в Apache Airflow. Написание коннекторов к внешним API (REST, GraphQL). Оптимизация и поддержка баз данных PostgreSQL (написание сложных запросов, DDL). Участие в разработке бэкенда аналитической платформы (FastAPI). Подготовка пайплайнов для векторизации данных (под задачи RAG/AI). Какой точно продукт ожидается от сотрудника?: Стабильно работающая ETL-инфраструктура (Airflow), чистые и валидные данные в хранилище, доступные для BI-аналитиков.",,1–3 года,,https://almaty.hh.kz/vacancy/132604103
DevOps / SysAdmin,,Алматы,ТОО Аврора Сервис,,"• Базовые знания Linux. • Понимание виртуализации и сетевых сервисов. • Понимание reverse proxy/балансировки. • Понимание работы PostgreSQL. • Аккуратность, ответственность за изменения и умение документировать. Будет плюсом: • Опыт автоматизации процесса разработки; • Знания Linux, bash; • Знание контейнеризации и опыт работы с Docker и K8S; • Знание принципов CI/CD и микросервисной архитектуры; Мы предлагаем: • Боевые задачи и широкий стек. • Возможность влиять на стандарты инфраструктуры, мониторинга и IaC. • Профессиональный рост и адекватный инженерный подход к работе.","• Эксплуатация и развитие Linux/VM/K8s-инфраструктуры. • Поддержка и улучшение edge-контура. • Поддержка кластеров баз данных: репликация, пулеры, бэкап/восстановление, тесты восстановления. • Развитие мониторинга и алертинга (Prometheus/Grafana, VictoriaMetrics, Zabbix). • Участие в развитии инфраструктуры. • Развитие IaC-подхода через Terraform/Ansible.",,1–3 года,,https://almaty.hh.kz/vacancy/131993958
DevOps-инженер,,Алматы,АО Институт цифровой техники и технологий,,"Опыт работы DevOps инженером от 2 лет Уверенное владение Linux (администрирование, bash) Опыт работы с Docker и Kubernetes Знание CI/CD инструментов (GitLab CI, Jenkins, GitHub Actions) Опыт работы с облачными платформами (AWS / GCP / Azure) Навыки работы в Hyper-V Понимание сетей (HTTP, DNS, TCP/IP) Навыки автоматизации (Python / Bash) Опыт настройки мониторинга и логирования Понимание принципов безопасности Умение работать с Git, GitHub Будет плюсом: Опыт работы с high-load системами Infrastructure as Code (Terraform, Ansible) Опыт работы с мобильными приложениями или игровыми проектами Настройка CDN и балансировщиков нагрузки","Настройка и поддержка CI/CD процессов (сборка, тестирование, деплой) Автоматизация процессов разработки и релизов Управление облачной инфраструктурой (AWS / GCP / Azure) Настройка и поддержка серверов и окружений (dev / stage / prod) Настройка виртуальной сети и виртуальных машин (поднятие кластера из вирт.машин, настройка доступов, заведение в домены IP) Контейнеризация и оркестрация (Docker, Kubernetes) Мониторинг и логирование (Prometheus, Grafana, ELK) Обеспечение отказоустойчивости и масштабируемости системы Работа с безопасностью (доступы, секреты, обновления) Взаимодействие с командой разработки Просчет нагрузки Составление архитектуры серверов Составление документов по серверной части Просчет стоимости облачных ресурсов Применение политик безопасности",,1–3 года,,https://almaty.hh.kz/vacancy/132739942
Специалист по внедрению ИИ,,Астана,ПК AKASHI Data Center PLC,,"Обязательные профессиональные навыки * Понимание принципов машинного обучения, NLP, LLM Опыт внедрения AI-решений в реальных бизнес-процессах Умение формализовывать бизнес-задачи в технические требования Опыт работы с Python Понимание API, REST-сервисов, интеграций Навыки работы с базами данных (SQL, NoSQL) Опыт использования AI-платформ и фреймворков (OpenAI API, LangChain, Hugging Face, AutoML и др.) Базовые знания DevOps-подходов (Docker, CI/CD — на уровне взаимодействия) Желательные навыки / Будет плюсом Опыт внедрения корпоративных AI-ассистентов и чат-ботов Знание MLOps-подходов Опыт работы с RPA (UiPath, Power Automate и аналоги) Навыки data engineering / data analytics Опыт работы с облачными платформами (AWS, Azure, GCP) Опыт управления AI-проектами или участия в кросс-функциональных команда Личные качества Аналитическое мышление Умение объяснять сложные технические вещи простым языком Инициативность и ориентация на результат Самостоятельность и ответственность Готовность работать в условиях неопределённости Коммуникабельность и навыки командной работы","Анализ бизнес-процессов компании и выявление задач, подходящих для внедрения ИИ-решений Проектирование и внедрение AI/ML-решений (включая LLM, RPA, интеллектуальные ассистенты, аналитические модели) Взаимодействие с бизнес-подразделениями для сбора требований и формализации задач Подбор инструментов, платформ и архитектуры AI-решений Интеграция AI-моделей с существующими ИТ-системами (CRM, ERP, BI, внутренние сервисы) Настройка, тестирование и сопровождение AI-систем на этапе внедрения и эксплуатации Оценка эффективности внедрённых решений (ROI, KPI, метрики качества) Подготовка технической и пользовательской документации Участие в обучении сотрудников работе с AI-инструментами Мониторинг новых технологий и практик в области ИИ и их адаптация под задачи компании",,3–6 лет,,https://almaty.hh.kz/vacancy/132222465
Senior DevOps Engineer,,Астана,ТОО BTS Digital,,"BTS Digital - это IT-компания, которая создаёт цифровые продукты, упрощающие жизнь людей. Мы развиваем экосистему сервисов для повседневных задач, бизнеса и государственного сектора. Нашими продуктами : Aitu Messenger, Aitu Koshelek 2.0, Aitu Passport и Системой мгновенных платежей уже пользуются более 9 миллионов человек. Мы растём и усиливаем команду, поэтому сейчас находимся в поиске Senior DevOps Engineer который хочет работать с масштабными продуктами и решениями, влияющими на миллионы пользователей. Что нужно делать: Планировать, развивать и поддерживать надежную инфраструктуру / platform engineering быстро растущего проекта Заниматься автоматизацией и избавлением себя, и коллег от рутины Помогать разработчикам проектировать производительные отказоустойчивые решения Мы ждем, что вы: Не менее 7 лет работаете с Linux и открытым ПО OpenStack, Ceph Умеете и любите автоматизировать рутинные операции Понимаете, зачем и как организовать мониторинг на всех уровнях - железо, сеть, система, приложения Умеете автоматизировать и программировать на любом из выбранных вами языках Внедряли и поддерживали процессы CI/CD и знакомы с методами разработки, такими как agile Минимизируете ночной on-call / outage методической и архитектурной работой Умеете автоматизировать и базово программировать на любом из выбранных вами языков Внедряли и поддерживали процессы CI/CD и знакомы с методами разработки, такими как agile Знаете, как сделать отказоустойчивый масштабируемый сервис Вам не обойтись без опыта работы с такими инструментами: OpenStack, Ceph Реляционные и нереляционные базы данных: работа под нагрузкой, репликация, резервирование, профилирование Веб-серверы и балансировщики нагрузки Системы управления конфигурацией Системы CI/CD и Git Понимание Linux (например CentOS) на глубоком уровне Сеть Linux, в частности понимание работы IP/TCP/HTTP, умение диагностировать и решать проблемы Docker и его системы оркестрации в продакшен-окружении Стэк технологий в компании современный, кратко: Linux, bash , python, GO, CI/CD , Gitlab, Ansible, Terraform, Prometheus, Victoria Metrics, Alertmanager, Grafana, Docker, Kubernetes, etc Мы предлагаем: Уютный офис в г.Астана Возможность работать в гибридном/онлайн формате со стандартным графиком Возможность стать частью IT компании, которая создает цифровые решения, меняющие жизнь людей к лучшему",,,3–6 лет,,https://almaty.hh.kz/vacancy/132750092
DevOps-инженер,,Павлодар,ТОО SOLID GROUP (Солид Груп),,"Опыт работы DevOps инженером от 2 лет Уверенное владение Linux (администрирование, bash) Опыт работы с Docker и Kubernetes Знание CI/CD инструментов (GitLab CI, Jenkins, GitHub Actions) Опыт работы с облачными платформами (AWS / GCP / Azure) Понимание сетей (HTTP, DNS, TCP/IP) Навыки автоматизации (Python / Bash) Опыт настройки мониторинга и логирования Понимание принципов безопасности Умение работать с Git, GitHub Будет плюсом: Опыт работы с high-load системами Infrastructure as Code (Terraform, Ansible) Опыт работы с мобильными приложениями или игровыми проектами Настройка CDN и балансировщиков нагрузки","Настройка и поддержка CI/CD процессов (сборка, тестирование, деплой) Автоматизация процессов разработки и релизов Управление облачной инфраструктурой (AWS / GCP / Azure) Настройка и поддержка серверов и окружений (dev / stage / prod) Контейнеризация и оркестрация (Docker, Kubernetes) Мониторинг и логирование (Prometheus, Grafana, ELK) Обеспечение отказоустойчивости и масштабируемости системы Работа с безопасностью (доступы, секреты, обновления) Взаимодействие с командой разработки Просчет нагрузки Составление архитектуры серверов Составление документов по серверной части Просчет стоимости облачных ресурсов",,1–3 года,,https://almaty.hh.kz/vacancy/132715107
1. QA Automation Engineer (Banking / Mobile / API),,Алматы,ТОО Agile Soft,,"Мы ищем QA Automation Engineer для участия в проектах в сфере банкинга и финтеха. Нам нужен специалист, который умеет выстраивать и развивать автоматизацию тестирования, уверенно работает с API, понимает клиент-серверную архитектуру и имеет опыт в web/mobile testing. В зависимости от проекта задачи могут быть связаны с мобильным банкингом, backend-сервисами, интеграциями и автоматизацией регресса. Чем предстоит заниматься Разрабатывать и поддерживать автотесты для API, web и mobile. Проводить функциональное, интеграционное и регрессионное тестирование. Развивать framework автоматизации тестирования. Тестировать backend-сервисы, REST API и интеграционные сценарии. Анализировать результаты тестов, заводить и сопровождать дефекты. Подготавливать тестовую документацию и тестовые сценарии. Взаимодействовать с разработчиками, аналитиками и DevOps-инженерами. Интегрировать автотесты в CI/CD-процессы. Участвовать в повышении качества процессов тестирования в команде. Наши ожидания Опыт работы в QA Automation от 2 лет. Знание одного из языков программирования: Java / Kotlin / Python. Опыт автоматизации тестирования API и UI. Практический опыт работы с инструментами: Selenium / Appium / RestAssured / Postman / Playwright. Понимание принципов тест-дизайна и SDLC/STLC. Опыт тестирования REST API. Знание SQL на рабочем уровне. Опыт работы с Git, Jira, Confluence. Понимание HTTP, JSON, клиент-серверного взаимодействия и интеграций. Умение разбираться в логах и воспроизводить сложные дефекты. Будет плюсом Опыт в проектах banking / fintech / payments. Опыт тестирования мобильных приложений. Знание BDD. Опыт работы с CI/CD. Практика работы в интеграционных проектах. Мы предлагаем Участие в крупных и интересных проектах в финтехе. Сильную профессиональную команду. Конкурентный уровень дохода. Возможность профессионального роста. Формат работы в зависимости от проекта: удаленно / гибрид / офис. Ключевые навыки: QA Automation, Java, Kotlin, Python, Selenium, Appium, RestAssured, Postman, Playwright, API Testing, Mobile Testing, SQL, Jira, Git, Banking, Fintech",,,3–6 лет,,https://almaty.hh.kz/vacancy/132049193
DevOps Engineer,,Алматы,АО Банк ЦентрКредит,,"Ищем DevOps engineer уровня middle strong. ВАМ ПРЕДСТОИТ: Разрабатывать/развивать шаблонизированные pipeline с учетом лучших практик; Разрабатывать/развивать/сопровождать базовые helm чартов для применения командами (Kafka, Rabbit, Postgres, Camunda, ELK и многое другое); Создавать/развивать библиотеки базовых образов Docker контейнеров; Автоматизировать инфраструктурные задачи. МЫ ОЖИДАЕМ, ЧТО У ВАС ЕСТЬ: Опыт работы на должности DevOps Engineer не менее 3х лет; Опыт работы с Kubernetes (RKE\Openshift); Базовые знания Terraform, Ansible, Helm (IaaC); Опыт работы с Gitlab, Nexus, ArgoCD, Vault; Опыт работы с брокерами сообщений (Rabbit MQ, Kafka); Базовые знания СУБД (PosgreSQL, MongoDB); Опыт работы с системами мониторинга и логирования (ELK, Grafana, Graylog, Prometheus, Zabbix, и т.д.); Знание и понимание работы сетевой модели OSI и основных протоколов; Опыт работы с системами виртуализации (VmWare); Знание ОС Linux на уровне администратора; Знание языков программирования и опыт работы разработчиком будет большим плюсом. СІЗГЕ АТҚАРУ ҚАЖЕТ БОЛАДЫ: Үздік тәжірибелерді ескере отырып, шаблондалған pipeline-дарды әзірлеу және дамыту; Командалар қолданатын негізгі Helm chart-тарды әзірлеу, дамыту және қолдау (Kafka, Rabbit, Postgres, Camunda, ELK және тағы басқа); Docker контейнерлерінің базалық образдары кітапханаларын құру және дамыту; Инфрақұрылымдық тапсырмаларды автоматтандыру. БІЗ СІЗДЕН КҮТЕМІЗ: DevOps Engineer ретінде кемінде 3 жыл жұмыс тәжірибесі; Kubernetes-пен (RKE\Openshift) жұмыс тәжірибесі; Terraform, Ansible, Helm (IaaC) бойынша базалық білім; Gitlab, Nexus, ArgoCD, Vault-пен жұмыс тәжірибесі; Хабарлама брокерлерімен жұмыс тәжірибесі (Rabbit MQ, Kafka); ДҚБЖ бойынша базалық білім (PostgreSQL, MongoDB); Мониторинг және лог жүргізу жүйелерімен жұмыс тәжірибесі (ELK, Grafana, Graylog, Prometheus, Zabbix және т.б.); OSI желілік моделін және негізгі протоколдарды білу және түсіну; Виртуализация жүйелерімен жұмыс тәжірибесі (VmWare); Linux операциялық жүйесін әкімші деңгейінде білу; Бағдарламалау тілдерін білу және әзірлеуші ретінде жұмыс тәжірибесі үлкен артықшылық болып саналады.",,,1–3 года,,https://almaty.hh.kz/vacancy/132146145
Senior IT Architect,,Нур-Султан (Астана),Astana International Exchange,,"Key Responsibilities: 1. Cloud & Microservices Architecture Design and maintain resilient microservices architectures using containerization (e.g., Kubernetes, Docker) and serverless frameworks. Develop cloud-agnostic or cloud-native strategies (AWS, Azure, or GCP) to optimize for performance, cost, and scalability. Implement API-first strategies and service mesh patterns to ensure secure and efficient inter-service communication. Establish architectural standards for data consistency, security, and observability within a distributed environment. 2. Software Development & CI/CD Lead the transformation of the software delivery process by implementing robust CI/CD pipelines to automate testing, security scanning, and deployment. Collaborate with engineering teams to ensure ""Shift Left"" security practices are integrated into the development workflow. Define branching strategies, environment management protocols, and infrastructure-as-code (IaC) standards (e.g., Terraform, Ansible). Provide technical mentorship to developers, promoting clean code principles and modular design. 3. Strategic Project Management Act as the primary technical lead for large-scale IT initiatives, translating stakeholder requirements into actionable technical roadmaps. Conduct feasibility studies and risk assessments for new technology adoptions. Manage technical debt by balancing the need for rapid delivery with long-term system stability. Liaise between technical teams and executive leadership to provide updates on project timelines, resource allocation, and architectural alignment. Qualifications & Skills Experience: 8+ years in IT, with at least 3 years in a Lead or Architect capacity. Background in financial industry projects (banks, brokers, exchanges, trading systems). Business Analysis: Deep expertise in trading and settlement technologies, knowledge of FIX/ITCH protocols, solid understanding of exchange gateways, order management systems (OMS), and market data feeds. Cloud Proficiency: Deep expertise in cloud architecture patterns, CDN (Cloudflare) and managed microservices.(Docker) DevOps Mastery: Proven track record of building automated delivery ecosystems and managing container orchestration. Good knowledge of RDBMS (Oracle, Postgres), SQL scripting and Git VCS. Communication: Exceptional ability to explain complex technical concepts to non-technical stakeholders. Good command in English. Certifications (Preferred): AWS Certified Solutions Architect, AWS Cloud Practitioner, PMP, IPMA.",,,более 6 лет,,https://almaty.hh.kz/vacancy/132392538
DevOps - инженер,от 500 000 до 2 000 000 ₸ за месяц,Астана,ТОО «Научно-Исследовательская Лаборатория «Гамма Технологии»,,"уверенное понимание и практический опыт построения и сопровождения CI/CD-процессов; коммерческий опыт работы в DevOps / SRE / Platform Engineering от 2 лет; практический опыт работы с Docker/Docker-compose; опыт эксплуатации и поддержки Kubernetes-кластеров (on-prem / VM-based, не только managed); знание платформы GitLab, умение управлять, настраивать, решать непредвиденные ситуации; практический опыт эксплуатации PostgreSQL и MariaDB (backup/restore, доступность, базовая диагностика); опыт написания Dockerfile и сборки контейнерных образов; настройка и сопровождение GitLab Runner; администрирование Linux-серверов (обязательно), базовый опыт с Windows — плюс; написание bash-скриптов и скриптов автоматизации (Linux, CI/CD окружение); понимание сетей, DNS, TLS, Ingress, Load Balancer-ов; Приветствуется: опыт поддержки высоконагруженных сервисов; опыт установки и поддержки ПО у заказчиков (customer-side deployments); опыт работы с monitoring / logging (Prometheus, Alertmanager, Grafana, Loki как минимум на уровне эксплуатации); опыт в написании технической документации владение английским языком на уровне, достаточном для чтения и написания технической документации. знание одного из языков программирования (Python, C++, Java, Go);","разработка, поддержка и развитие процессов CI\CD; развёртывание и поддержка Kubernetes-кластеров на виртуальных машинах; установка и обновление продукта в Kubernetes; эксплуатация PostgreSQL и MariaDB; адаптация deployment-ов под инфраструктуру заказчика; помощь разработчикам в создании CI/CD Pipelines; разработка скриптов автоматизации; разработка YAML-конфигураций для GitLab Pipelines и Kubernetes;",,3–6 лет,,https://almaty.hh.kz/vacancy/131556599
Software Engineer in DevOps \ Инженер-программист в области DevOps,,Уральск,ТОО Неткрэкер Текнолоджи Казахстан,,"Понимание методологии и практик DevOps; Практический опыт разработки и поддержки сложных CI-пайплайнов (Jenkins / GitLab); Опыт разработки на одном из следующих языков программирования: Python, Go, Groovy; Практический опыт работы с инструментами управления конфигурациями (Ansible / Terraform); Опыт контейнеризации (Kubernetes / OpenShift / Docker); Опыт внедрения ArgoCD для деплоя в Kubernetes-кластеры будет плюсом; Уверенные навыки работы с Git, понимание моделей ветвления; Опыт написания shell-скриптов; Опыт работы с Linux (консоль); Навыки выявления и устранения сбоев и инцидентов; Опыт работы с публичными облачными платформами будет преимуществом. Английский - B2. Личные качества (Soft skills): Развитые навыки командной и деловой коммуникации; Способность проводить глубокий анализ и исследование. Мы предлагаем: Работа на международных проектах: современный стек технологий и задачи, которые влияют на масштабные бизнес-трансформации; Профессиональная среда и развитие: менторство, обмен знаниями и сильное экспертное сообщество; Обучение внутри компании: корпоративные тренинги, развитие hard и soft skills, программа изучения английского языка; Поддержка здоровья и благополучия: ДМС со стоматологией, программа поддержки сотрудников, компенсация 10 дней больничного, корпоративный спорт; Сообщество и корпоративная культура: комьюнити по интересам, внутренние мероприятия, мастер-классы и спортивные тимбилдинги; Комфортные условия работы: современные офисы в удобных локациях, гибридный формат работы и конструктор бенефитов - вы выбираете то, что важно именно вам. Netcracker - люди, создающие технологии завтрашнего дня.",Проектирование и внедрение эффективных DevOps-решений для поддержки жизненного цикла разработки ПО; Автоматизация развертывания и конфигурации инфраструктуры и приложений; Взаимодействие с проектными командами для построения и оптимизации процессов; Участие в дизайн- и архитектурных сессиях; Участие в командных встречах.,,3–6 лет,,https://almaty.hh.kz/vacancy/132517202
Senior DevOps инженер / Направление моделирования и внутренней валидации,,Алматы,АО Банк ЦентрКредит,,,"• Разработка и поддержка микросервисной инфраструктуры для инференса скоринговых моделей. • Контейнеризация ML-моделей с использованием Docker и оркестрация сервисов через Kubernetes (K8s). • Разработка и поддержка сервисов для деплоя и инференса моделей (REST/gRPC микросервисы). • Интеграция с ML-platform инструментами: MLflow, BentoML, Seldon Core или аналогичными ML-serving решениями. • Администрирование серверной инфраструктуры для ML-платформы. • Поддержка и администрирование инфраструктурных сервисов: o Мониторинг/наблюдаемость (Prometheus, Grafana) o логирование (Loki) o объектное хранилище (MinIO) o базы данных (PostgreSQL). • Настройка мониторинга, алертинга и наблюдаемости ML-сервисов. • Управление доступами пользователей и сервисов (создание учетных записей, выдача прав). • Планирование ресурсов и capacity planning под нагрузки инференса моделей. • Настройка и поддержка CI/CD процессов (GitLab CI/CD) для сборки и деплоя сервисов. • Взаимодействие с командами Data Science при внедрении моделей в production. • Опыт работы с ML/MLOps инфраструктурой или платформами для деплоя моделей, понимание полного жизненного цикла ML-моделей (ML lifecycle): разработка, управление версиями, деплой, мониторинг и сопровождение моделей в production",,1–3 года,,https://almaty.hh.kz/vacancy/132105141
Technical Support Engineer,,Астана,ТОО IT Холдинг Kazdream,,,"Решение наиболее сложных технических инцидентов, требующих глубокого анализа. Анализ логов, выполнение диагностики, реконструкция ошибки. Подготовка обходных решений. Настройка интеграций, сложных сценариев использования продукта. Эскалация в разработку и контроль выполнения. Написание технической документации и улучшение базы знаний. Наставничество и обучение специалистов. Опыт и квалификация: Опыт работы не менее 5 лет в тех. поддержке в крупной ИС. Практический опыт анализа инцидентов, работы с журналами, сетевой диагностикой. Умение вести расследование сложных проблем. Опыт взаимодействия с DevOps/QA для эскалации и глубокого анализа проблем. Опыт в тестировании soap и rest интеграций. Опыт работы с DevTools. Понимание цикла разработки ПО. Понимание микросервисной архитектуры. Технические навыки: Отличное знание Linux (желательно также Windows Server). Умение писать SQL-запросы (PostgreSQL). Опыт работы с контейнерами (Docker), желательно Kubernetes. Понимание принципов безопасности и авторизации (OAuth2). Умение анализировать логи: ELK(Elasticsearch, Logstash, Kibana). Основы мониторинга и алертинга (Prometheus, Grafana, Zabbix). Умение тестировать и анализировать интеграции через REST API: работа с инструментами Postman, cURL; понимание HTTP-методов (GET/POST/PUT/DELETE), кодов ответа, заголовков;умение разбирать JSON, анализировать параметры и ответы;умение диагностировать проблемы на уровне API (таймауты, некорректные payload, авторизация). Знание и опыт работы с SOAP:понимание структуры XML-сообщений, WSDL; умение тестировать SOAP-интеграции через SoapUI или аналоги; диагностика ошибок на уровне схем, валидности и endpoint’ов. Опыт работы с Apache Kafka: понимание понятия топиков, партиций, продюсеров, консьюмеров; диагностика проблем в работе консьюмеров, задержек (lag), репликации; понимание основных схем сериализации (JSON, Avro, Protobuf — опционально). Навыки работы с клиентами: Владение письменным и устным бизнес-общением. Грамотное ведение переписки, составление отчётов, создание/обновление инструкции, ПМИ, реестра приема замечаний и предложений, документации по версионности сервисов во всех средах ИС. Умение приоритизировать задачи и принимать решения при неопределённости.",,3–6 лет,,https://almaty.hh.kz/vacancy/132714140
